content,star,title
"I travel quite a bit but have rarely encountered such genuine hospitality. The innkeepers are truly passionate. Not in the usual ""trained"" sense, but for real, while being very unobtrusive. Highly recommended experience.",4,I 
"I travel quite a bit and still have to say that this is one of the best hotels I ever stayed at. The staff is extremely friendly, warm, and welcoming without being overbearing or intrusive -- genuinely and without any of that fake hotel school kindness. Every single one of the few rooms in the house is done in a different style and with greatest attention to detail. Even the last door knob or light switch is carefully individually selected. High quality artwork everywhere. Very tasteful and not a trace of trackiness or stuffiness. The courtyard is very athmospheric with great food and a great scene. Highly recommended for a stay in downtown Cape Town.",5,I 
"I travel extensively, 150+ nights on the road. I am a Intercontinental Hotel Group Platinum and Ambassador member. This was the poorest hotel experience and use of hotel points (80,000) in years.",5,I 
"I stayed in the Ayrlington for 3 nights with my mother in mid-July. The hotel is only about ten minutes walk from the centre of town. We stayed in the Carnation room, which is the smallest room in the hotel and the only twin, but is very well laid out to make most of the space. The room and ensuite bathroom was very clean, although like all rooms in the building it was very hot. However, once we had opened the windows - with some assistance from the helpful man on reception! - the room cooled down quickly.",2,I 
"I stayed at the Thistle City Barbican for two nights in December 2012. Three of us shared a very cramped room, there wasn&acute;t much storage space, only the one wardrobe and definitely not enough power sockets for 3 girls! (only two sockets in the room) The wardrobe doors were broken but this wasn&acute;t a major problem. Saying that, we were part of a group and other friends were in a much bigger 3 bed room so if there are 3 of you it may be worth requesting the bigger room!",1,I 
"I spent 6 nights here on business. I travel 100+ nights a year. Having staff that are willing and try to help is of high importance, regardless of the language/location.",3,I 
I loved the location of this hotel plus it was great value for money!,3,I 
"I have stayed in at least twenty upscale hotels in NYC over the last few years and this is probably the best of them. Tasteful decor, perfectly maintained, unusually spacious feel for NYC and without the gap between nice lobby and not so nice rooms found in most NYC hotels. Very nice function rooms, good coffee shop for a quick and perfect coffee/muffin in the morning, complete with movie scene views. Complemented by the free minibar and snacks, which may not have much of a monetary value, but are a nice touch adding to the homey feel. Staff is personable and truly helpful. Really nothing to complain about.",4,I 
"I have stayed at this hotel 4 times now. The location, amenities and parking are very good. Parking is free.",1,I 
"I have stayed at 60 Thompson every now and then since it opened twelve years ago. Back then it was happening and welcoming, today it is pretty dreary. All that is left is the still tasteful interior design, though now many of the furnishings are in shambles and in dire need of work. Textiles are worn and stained, handles are falling off of the furniture, the sink almost falls of off the wall upon touching it, faucets hang loose, the shower head has been replaced by a $4.99 variety in white plastic, and pretty much everything is chipped and seems to be falling apart. The staff matches this situation: No help with luggage upon arrival or cab hailing services, bored receptionist, people seem to have given up. Sad to see such a formerly great place going downhill.",3,I 
I have just come back from staying at the Treehouse at Harptree court for two nights and it was amazing!,4,I 
I have had the pleasure of staying at this hotel 5 times in the past 7 years. Total days are more than 20. Recommend the executive level. Cost is a bit more but you can make up for it with the evening and breakfast services. It is hard to leave the hotel not recognizing someone for their excellent service.,3,I 
"I ended up running out of options when making a business trip and having to pay ВЈ120 for the privilage of staying here for one night; London Fashion Week meant everything was booked up. On initial glances it looked a bit rough around the edges but OK. On peeling back the duvet I found some suspicious looking hairs in the bed. It was late, and it struck me as the kind of hotel that would have this standard throughout the rooms anyway so I did the sensible thing - went out with a friend and had some drinks! Even with earplugs in the old sash windows meant that it was very noisy, and my curtains didn&acute;t cover the window fully so I woke with the light. What really upset me about my stay here was that there was no hot water in the morning. I ended up having a cold shower, as I was facing clients that day, it was miserable!",2,I 
"I book a lot of hotels for business purposes and, this being a chain hotel in the center of London, was expecting rude, unhelpful staff, tiny rooms, and the general impression of a hotel which due to cost and location is always fully booked, and therefore doesn&acute;t care about providing good customer service. I&acute;m glad to say I was wrong! All of the staff were fantastic, very friendly and helpful throughout our two night stay. They had no problem handling our booking and checking-in, despite the fact that we were partly paying using Tesco vouchers. The restaurant staff and concierge were likewise very helpful and friendly. I even noticed the restaurant staff and chef responding to some very specific dietary requests from other guests without it being a problem.",4,I 
"I arrived at this hotel after a late flight, &acute;Phoned them for a pick-up and with great difficulty in understanding what the person was saying - due to a very heavy accent, I was picked up by a friendly driver. After a lot of dithering at the desk and a request to copy my drivers license, (which I would not allow) as they had already seen two items of ID, I was shown to my room. I requested that I be called early at 4.00AM to catch the 4.30AM shuttle to the airport",1,I 
I am a Hilton Honors Diamond (70+ nights per year with Hilton hotels). Hilton Garden Inn is one of my favorite hotel groups of the Hilton chain. This particular hotel has problems.,5,I 
"Hotel hat hohe Ambitionen, vor allem im kulinarischen Bereich und im Service, bietet aber allenfalls mittelmГ¤Гџige Leistungen. Die Buffets und MenГјs bestehen aus mit groГџen Worten umschriebenen Produkten einfachster QualitГ¤t, zu groГџen Teilen offenbar aus Eimern aus dem GroГџhandel. Service changiert zwischen indifferent und zickig. Simpelste Leistungen wie beispielsweise Weckrufe gehГ¶ren nicht zum Standard, stattdessen muss der Gast am Zimmertelefon mithГ¶ren, wie Rezeptionistin mit Kollegin Гјber dessen ""unverschГ¤mte"" Anfrage spricht. Gast wird wegen nur in bar zu entrichtendem 2-в‚¬-Pfand fГјr Skipass auf Zimmer zurГјckgeschickt, was Jugendherbergsstandard entspricht, nicht vier Sternen. Ebenso die Menge fremder Haare im Bett.",5,Hotel 
"Hotel delivers top-notch, very traditional German-style service and food. Staff is thoroughly trained and does not miss a beat -- which can border on the somewhat mechanic, though. Rooms are equally well apointed but somewhat dated, at least in the ""Landhaus"" annex. Guests tend to be on the older side, and the overall atmosphere at times resembles that of a cruise ship. Location could not be better and more beautiful. Choices inside and outside of the hotel abound. Excellent venue for upscale traditional vacation experience.",3,Hotel 
"Hotel Americano has very tasteful, consistent contemporary design, a good vibe, and a good crowd. On the functional side, it has its drawbacks, though - just like most NYC hotels in this category. Rooms are tiny with barely any space to put things, bathrooms are lacking shelving and towel hangers near the shower, and walls are paper thin, barely filtering noise out. Noise is also a problem due to construction and several clubs across the street, plus we even had an unexplained fire alarm in the middle of the night. Whether to stay there or not simply depends on personal preferences: Style vs. practicalities.",1,Hotel 
"Hidden Gem right near the South Street Seaport. - Quickly becoming a fan of the Hampton inn Franchise. Three things makes this place stand out in no particular order. 1. Location 2. Price 3. Staff. This place is literally around the corner from all the Seaport activities and fine dining. Online, they had a ridiculous rate of $200 (weekend rate) - this really made the stay worth it as most other places charge $300 a night and above - Staff was exceptional. Really went out of their way to make sure we were comfortable. Room was nice, but just remember, it&acute;s not designed for the average traveler to hang out in the room. Our room was pretty small, but nice and comfortable enough to sleep. Breakfast was also included, but nothing to brag about. - Continental style",1,Hidden 
Having read numerous poor reviews I was going to cancel my reservation but in the end didn&acute;t - after all to be a Crowne Plaza there has to be a minimum standard.,5,Having 
Harbourlights is very aptly named with the most beautiful view over the Wellington Harbour.,3,Harbourlights 
Had the opportunity to stop here for a brief night.,1,Had 
Had a night at this hotel. It is newer and I like the updated style. There was a large number of children and families but the rooms were very well designed so the noise was nominal. Large grassy areas for dogs to run and go to the bathroom. Staff was excellent and food surprisingly good. Look forward to staying here next time I visit.,5,Had 
Great stop after a walk to Durdle Door.,3,Great 
Great little park in lovely part of the UK.,1,Great 
"Great Hotel - was travelling with family and had had two rooms- both very spacious, clean and well equipted - much better than the last time I stayed here four years ago. Definately up its game. Arrived late - but in time for the beach fires- wonderful.",2,Great 
Great Hotel - rooms are decent and furnished well and quiet - executive lounge with its afternoon tea and evening drinks not to be missed if you&acute;ve booked an exec room or are a Hilton Honiors Gold or higher member - as is the complementary breakfast - not as extensive as breakfast buffet in main restaurant but still good.,2,Great 
"First-rate architectural design and very relaxing secluded atmosphere. Staff is friendly but somehow there does not seem to be a true okami holding the place together. Food was sometimes good and sometimes not so good, including abalone and meat so though it was not edible. Very overpriced for what was offered. The town&acute;s attractions can be seen in less than one hour, so staying for more than one night is probably not a good idea.",3,First-rate 
First the positives:,4,First 
"Excellent traditional country hotel with good food and a traditional style matching the surroundings. Friendly, welcoming service. Some shortcomings in maintenance, such as broken fixtures and grimey pool loungers in dire need of a good scrub. Restaurant service tries hard but is not on the same level as the very good food, which is probably the only reason separating the place from a Michelin star. Overall very pleasant experience.",5,Excellent 
Excellent Hotel - well situated for getting round stockholm - right by the station so easy access to the Arlanda Express for the airport.,4,Excellent 
"Excellent and well designed hotel with very friendly and attentive staff, especially considering the hotel&acute;s size. High quality furnishings, good restaurants. Only drawback are the somewhat thin walls.",5,Excellent 
Decent Hotel next to station so good location for getting round Stockholm - room a little on the small size - due for a refurbishment - but was still comfortable - room was quiet.,3,Decent 
"Das Positive vorweg: Alle Mitarbeiter des Hauses sind ausgesprochen freundlich, herzlich und ernsthaft bemГјht, dem Gast einen guten Aufenthalt zu bereiten.",1,Das 
"Das Hotel Simi ist sauber, die Einrichtungen uns Ausstattungen sind auf aktuellem Stand und funktionieren gut, alles ist praktisch. Гњber Gestaltungsgeschmack lГ¤sst sich bekanntlich streiten, und wer den Dekorationsstil des Hauses mag, ist dort sicherlich gut aufgehoben.",1,Das 
Connected to North Terminal and adjacent to tram link - so great for an early morning flight at either terminal (much shorter walk to check ins as a consequence) than the Hilton at the South Terminal.,1,Connected 
"Clean and efficient no-frills hotel in central business neighborhood. Ginza and fish market within walking distance. Rooms are tiny, but well kept and comfortable. Somewhat bland overall atmosphere and therefore not a particularly exciting hotel experience, but excellent value for money.",4,Clean 
"Booked this on line knowing that our room would be small. ItвЂ™s an old historic house and sounded interesting. First impressions are so important, the thing that I think of foremost is the very dirty carpet as you walk through the door.",2,Booked 
Booked a room for a bit of Xmas shopping etc.,4,Booked 
"Blue Moon&acute;s staff is genuinely nice without the usual hotel ""fakeness"". Food is very good with a well balanced mix of local and international dishes, and four or five specials are offered every day in addition to the usual menu. Older rooms can feel somewhat dark, but newer rooms (upstairs) are bright and airy and very clean. Overall, Blue Moon is a simple but very nice and friendly place to stay -- away from mass tourism and with easy access to the famous scuba diving sites of East Bali.",3,Blue 
"Asaba has true style in every way. Staff, decor, baths, food, and surroundings are an oasis of tranquil enjoyment and worth every cent despite the steep price. Traditional but not old-fashioned and luxurious without a trace of flashyness. Will be back as soon as possible.",4,Asaba 
"Arrived here to find the room freezing cold, with no way of improving the temperature. The hand soap dispenser on the wall was nearly empty and there was just a hole in the wall of the bathroom where the shower gel dispenser should have been. I was travelling alone, and as a young woman am very keen to feel safe and secure in my hotel room. However this area is pretty ""vibrant"" and a homeless guy followed me down the street and tried to come into the hotel with me. Seeing as the reception was unstaffed at the time I didn&acute;t have anyone to help me get rid of him which made me feel really insecure. I was woken up at 4am when people started shouting and slamming doors. Generally this is a hotel for chavs. I stayed at the Kings Cross one the next night, 2 minutes walk away and a lot better value for the money.",3,Arrived 
Although not central London this is a great alternative - at a good price the hotel is only 5 minutes or so walk to Sutton Station with a frequent 30 minute rail service to Victoria ВЈ8.70 day return or 15 pound for all day zone 1- 5 travel card which cover peak travel . The off peak zone 1 -5 ticket at ВЈ8 is well worth it as a zone 1-2 when in central london is ВЈ6.60,4,Although 
"Altes Landhaus is a very well maintained green oasis in the dusty plains of Oudtshoorn. The grounds are immaculate. So is the genuinely friendly and personal - yet highly professional - welcome and service by Helen and her well trained team. Dinner and breakfast are carefully done and excellent, which was especially appreciated given the scarcity of options in the area. The decor of the rooms and common areas is a bit dated and caters to an older crowd, but does add to the homey atmosphere.",3,Altes 
"After trying out several hotels in Paris I always come back to the Keppler. Very tastefully decorated, clean and well maintained, good service, truly feels like a home away from home. Only caveat is the fact that the standard rooms are extremely small, with barely enough room to walk around the bed. Also, the location may be somewhat out of the way for some (but always worked for me).",4,After 
"Absolutely perfect hotel in every way. Excellent old-school five star service, tasteful and elegant interiors, classy atmosphere. When in Tokyo try to stay here if you can.",5,Absolutely 
"A really lovely hotel, with much higher standards that I expected from a Greek hotel with one-star. Our room was simply but adequately furnished and kept spotlessly clean throughout our stay - for example, towels were refreshed at least twice during the week. The kitchen is designed to be used for cooking but is perfect for keeping drinks and snacks, including a fridge, glasses, plates and bowls. The ensuite bathroom was also spotless and there was always hot water.",5,A 
A group of us stayed here for one night in November for a girly spa break and we all loved the facilities and location.,5,A 
